S No.,Reco Full,Reco Datetime,Reco Provider,Reco For,Symbol,Target Price,Action,Buy Date,Buy Price,Sell Date,Sell Price,Status
2800,Buy KNR Constructions; target of Rs 337: Dolat Capital ,2020-08-21 14:06:00,Dolat Capital,KNR Constructions,KNRCON,337.0,Buy,2020-08-21,260.0,2020-09-04,234.0,Complete
2801,Buy Glenmark Pharma; target of Rs 576 KRChoksey ,2020-08-21 14:06:00,KRChoksey,Glenmark Pharma,GLENMARK,576.0,Buy,2020-08-21,493.0,2020-09-22,443.7,Complete
2802,Buy KNR Construction; target of Rs 304: YES Securities ,2020-08-21 14:06:00,YES Securities,KNR Construction,KNRCON,304.0,Buy,2020-08-21,260.0,2020-09-04,234.0,Complete
2803,Buy KNR Constructions; target of Rs 305: Prabhudas Lilladher ,2020-08-21 14:06:00,Prabhudas Lilladher,KNR Constructions,KNRCON,305.0,Buy,2020-08-21,260.0,2020-09-04,234.0,Complete
2804,Buy Kaveri Seed Company; target of Rs 706: Cholamandalam securities ,2020-08-21 14:05:00,Cholamandalam securities,Kaveri Seed Company,KSCL,706.0,Buy,2020-08-21,617.3,2020-09-08,555.5699999999999,Complete
2805,Buy TTK Prestige; target of Rs 6271: Cholamandalam securities ,2020-08-21 14:05:00,Cholamandalam securities,TTK Prestige,TTKPRESTIG,6271.0,Buy,2020-08-21,5644.8,2020-09-15,6271.0,Complete
2806,Buy HG Infra; target of Rs 337: HDFC Securities ,2020-08-21 14:05:00,HDFC Securities,HG Infra,KRIDHANINF,337.0,Buy,,,,,Not Attempted
2807,Buy Birlasoft target of Rs 210: ICICI Direct ,2020-08-21 14:05:00,ICICI Direct,HG Infra,KRIDHANINF,210.0,Buy,,,,,Not Attempted
2808,Buy TCNS Clothing target of Rs 410: ICICI Direct ,2020-08-21 14:05:00,ICICI Direct,HG Infra,KRIDHANINF,410.0,Buy,,,,,Not Attempted
2809,Buy Suven Pharmaceuticals target of Rs 770: ICICI Direct ,2020-08-21 14:05:00,ICICI Direct,HG Infra,KRIDHANINF,770.0,Buy,,,,,Not Attempted
2810,Buy IndiaMART; target of Rs 3550: Motilal Oswal ,2020-08-21 14:05:00,Motilal Oswal,IndiaMART,INDIAMART,3550.0,Buy,2020-08-21,3100.0,2020-08-24,3550.0,Complete
2811,Buy KNR Construction; target of Rs 295: Motilal Oswal ,2020-08-21 14:05:00,Motilal Oswal,KNR Construction,KNRCON,295.0,Buy,2020-08-21,260.0,2020-09-04,234.0,Complete
2812,Buy Tata Power; target of Rs 66: Motilal Oswal ,2020-08-21 14:05:00,Motilal Oswal,Tata Power,TATAPOWER,66.0,Buy,2020-08-21,62.5,2020-09-07,56.25,Complete
2813,Accumulate The Ramco Cements; target of Rs 751 KRChoksey ,2020-08-21 14:05:00,KRChoksey,The Ramco Cements,RAMCOCEM,751.0,Accumulate,2020-08-21,722.3,2020-08-31,751.0,Complete
2814,Buy I G Petrochemicals; target of Rs 301: East India Securities ,2020-08-21 14:05:00,East India Securities,I G Petrochemicals,IGPL,301.0,Buy,2020-08-21,276.65,2020-08-21,248.985,Complete
2815,Buy KNR Constructions; target of Rs 300: ICICI Direct ,2020-08-20 21:59:00,ICICI Direct,KNR Constructions,KNRCON,300.0,Buy,2020-08-21,260.0,2020-09-04,234.0,Complete
2816,Hold Hero MotoCorp; target of Rs 3081: Arihant Capital ,2020-08-20 13:37:00,Arihant Capital,Hero MotoCorp,HEROMOTOCO,3081.0,Hold,2020-08-20,2912.0,2020-08-26,3081.0,Complete
2817,Hold Voltas; target of Rs 608: Emkay Global Financial ,2020-08-20 13:37:00,Emkay Global Financial,Voltas,VOLTAS,608.0,Hold,,,,,Not Attempted
2818,Buy Glenmark Pharma; target of Rs 575: Emkay Global Financial ,2020-08-20 13:37:00,Emkay Global Financial,Glenmark Pharma,GLENMARK,575.0,Buy,2020-08-20,480.0,2021-04-16,575.0,Complete
2819,Hold Zee Entertainment; target of Rs 190: Emkay Global Financial ,2020-08-20 13:37:00,Emkay Global Financial,Zee Entertainment,ZEEL,190.0,Hold,,,,,Not Attempted
2820,Buy Hindalco Industries; target of Rs 225: Emkay Global Financial ,2020-08-20 13:37:00,Emkay Global Financial,Hindalco Industries,HINDALCO,225.0,Buy,2020-08-20,193.05,2020-09-09,173.745,Complete
2821,Sell United Breweries; target of Rs 820: Motilal Oswal ,2020-08-20 13:37:00,Motilal Oswal,United Breweries,UBL,820.0,Sell,2020-09-03,1115.4,2020-08-20,1014.0,Complete
2822,Buy NTPC; target of Rs 122: Emkay Global Financial ,2020-08-20 13:37:00,Emkay Global Financial,NTPC,NTPC,122.0,Buy,2020-08-20,94.6,2020-09-23,85.14,Complete
2823,"Buy Eicher Motors; target of Rs 24,750: Motilal Oswal ",2020-08-20 13:37:00,Motilal Oswal,Eicher Motors,EICHERMOT,24750.0,Buy,2020-08-20,21200.0,2020-08-24,19080.0,Complete
2824,Buy IIFL Wealth; target of Rs 1240: Motilal Oswal ,2020-08-20 13:37:00,Motilal Oswal,IIFL Wealth,IIFLWAM,1240.0,Buy,2020-08-20,1154.0,2020-08-31,1038.6,Complete
2825,Buy Voltas; target of Rs 700: Motilal Oswal ,2020-08-20 13:37:00,Motilal Oswal,Voltas,VOLTAS,700.0,Buy,2020-08-20,642.8,2020-09-18,700.0,Complete
2826,Buy NTPC ; target of Rs 139: Motilal Oswal ,2020-08-20 13:36:00,Motilal Oswal,NTPC,NTPC,139.0,Buy,2020-08-20,94.6,2020-09-23,85.14,Complete
2827,Buy Petronet LNG ; target of Rs 336: Motilal Oswal ,2020-08-20 13:36:00,Motilal Oswal,Petronet LNG,PETRONET,336.0,Buy,2020-08-20,253.75,2020-09-09,228.375,Complete
2828,Hold Greaves Cotton; target of Rs 95: Sharekhan ,2020-08-20 13:36:00,Sharekhan,Greaves Cotton,GREAVESCOT,95.0,Hold,2020-08-20,80.8,2020-09-22,72.72,Complete
2829,Buy Petronet LNG; target of Rs 300: Sharekhan ,2020-08-20 13:36:00,Sharekhan,Petronet LNG,PETRONET,300.0,Buy,2020-08-20,253.75,2020-09-09,228.375,Complete
2830,Buy HG Infra Engineering; target of Rs 282: YES Securities ,2020-08-20 13:36:00,YES Securities,HG Infra Engineering,A2ZINFRA,282.0,Buy,,,,,Not Attempted
2831,Buy Aarti Industries; target of Rs 1194 KRChoksey ,2020-08-20 13:36:00,KRChoksey,Aarti Industries,AARTIIND,1194.0,Buy,2020-08-20,1065.0,2020-08-21,1194.0,Complete
2832,Hold Greaves Cotton; target of Rs 88: Arihant Capital ,2020-08-20 13:36:00,Arihant Capital,Greaves Cotton,GREAVESCOT,88.0,Hold,2020-08-20,80.8,2020-08-27,88.0,Complete
2833,Accumulate Voltamp Transformers; target of Rs 1301: Arihant Capital ,2020-08-20 13:36:00,Arihant Capital,Voltamp Transformers,VOLTAMP,1301.0,Accumulate,2020-08-20,1160.0,2020-09-03,1044.0,Complete
2834,Buy Cochin Shipyard; target of Rs 429: YES Securities ,2020-08-20 13:36:00,YES Securities,Cochin Shipyard,COCHINSHIP,429.0,Buy,2020-08-20,343.8,2020-09-22,309.42,Complete
2835,Accumulate The Ramco cements; target of Rs 760: Geojit ,2020-08-20 13:36:00,Geojit,The Ramco cements,RAMCOCEM,760.0,Accumulate,2020-08-20,694.0,2020-09-16,760.0,Complete
2836,Buy Sanghi Industries; target of Rs 31: Anand Rathi ,2020-08-20 12:37:00,Anand Rathi,Sanghi Industries,SANGHIIND,31.0,Buy,2020-08-20,27.9,2020-08-26,31.0,Complete
2837,Buy Suven Pharmaceuticals; target of Rs 760: Anand Rathi ,2020-08-20 12:37:00,Anand Rathi,Suven Pharmaceuticals,SUVENPHAR,760.0,Buy,2020-08-20,676.85,2020-09-15,760.0,Complete
2838,Buy Ramco Cements; target of Rs 777: Anand Rathi ,2020-08-20 12:37:00,Anand Rathi,Ramco Cements,RAMCOCEM,777.0,Buy,2020-08-20,694.0,2020-10-08,777.0,Complete
2839,Buy Deccan Cements; target of Rs 458: Anand Rathi ,2020-08-20 12:37:00,Anand Rathi,Deccan Cements,DECCANCE,458.0,Buy,2020-08-20,286.95,2021-03-05,458.0,Complete
2840,Buy Greenply Industries; target of Rs 110: Anand Rathi ,2020-08-20 12:37:00,Anand Rathi,Greenply Industries,GREENPLY,110.0,Buy,2020-08-20,89.7,2020-10-14,80.73,Complete
2841,Buy NTPC; target of Rs 147: Dolat Capital ,2020-08-20 12:36:00,Dolat Capital,NTPC,NTPC,147.0,Buy,2020-08-20,94.6,2020-09-23,85.14,Complete
2842,Hold Greaves Cotton; target of Rs 80: ICICI Direct ,2020-08-20 12:36:00,ICICI Direct,Greaves Cotton,GREAVESCOT,80.0,Hold,,,,,Not Attempted
2843,Accumulate Petronet LNG; target of Rs 301: Dolat Capital ,2020-08-20 12:36:00,Dolat Capital,Petronet LNG,PETRONET,301.0,Accumulate,2020-08-20,253.75,2020-09-09,228.375,Complete
2844,Buy Voltas; target of Rs 730: Dolat Capital ,2020-08-20 12:36:00,Dolat Capital,Voltas,VOLTAS,730.0,Buy,2020-08-20,642.8,2020-11-03,730.0,Complete
2845,Buy Lumax Auto Technologies; target of Rs 133: Dolat Capital ,2020-08-20 12:36:00,Dolat Capital,Lumax Auto Technologies,LUMAXTECH,133.0,Buy,2020-08-20,106.45,2020-08-31,95.805,Complete
2846,Buy Sharda Cropchem; target of Rs 398: Dolat Capital ,2020-08-20 12:36:00,Dolat Capital,Sharda Cropchem,SHARDACROP,398.0,Buy,2020-08-20,280.0,2020-09-09,252.0,Complete
2847,Buy Zee Entertainment; target of Rs 235: Dolat Capital ,2020-08-20 12:36:00,Dolat Capital,Zee Entertainment,ZEEL,235.0,Buy,2020-08-20,195.0,2020-10-16,175.5,Complete
2848,Buy Sandhar Technologies; target of Rs 269: Dolat Capital ,2020-08-20 12:36:00,Dolat Capital,Sandhar Technologies,SANDHAR,269.0,Buy,2020-08-20,230.35,2020-11-27,269.0,Complete
2849,Buy H.G. Infra Engineering; target of Rs 259: Prabhudas Lilladher ,2020-08-20 12:36:00,Prabhudas Lilladher,H.G. Infra Engineering,HGINFRA,259.0,Buy,2020-08-20,198.0,2020-10-15,178.20000000000002,Complete
2850,Buy Petronet LNG; target of Rs 384: Prabhudas Lilladher ,2020-08-20 12:36:00,Prabhudas Lilladher,Petronet LNG,PETRONET,384.0,Buy,2020-08-20,253.75,2020-09-09,228.375,Complete
2851,Buy S Chand and Company; target of Rs 87: Prabhudas Lilladher ,2020-08-20 12:35:00,Prabhudas Lilladher,S Chand and Company,SCHAND,87.0,Buy,2020-08-20,81.1,2020-09-02,72.99,Complete
2852,Buy Insecticides India; target of Rs 612: Prabhudas Lilladher ,2020-08-20 12:35:00,Prabhudas Lilladher,Insecticides India,INSECTICID,612.0,Buy,2020-08-20,508.8,2020-10-09,457.92,Complete
2853,Sell Glenmark Pharmaceuticals; target of Rs 365: Prabhudas Lilladher ,2020-08-20 12:35:00,Prabhudas Lilladher,Glenmark Pharmaceuticals,GLENMARK,365.0,Sell,2020-12-07,528.0,2020-08-20,480.0,Complete
2854,Accumulate Voltas; target of Rs 660: Prabhudas Lilladher ,2020-08-20 12:35:00,Prabhudas Lilladher,Voltas,VOLTAS,660.0,Accumulate,2020-08-20,642.8,2020-08-20,660.0,Complete
2855,Buy Ahluwalia Contracts; target of Rs 286: HDFC Securities ,2020-08-20 12:35:00,HDFC Securities,Ahluwalia Contracts,AHLUCONT,286.0,Buy,2020-08-20,253.0,2020-08-26,286.0,Complete
2856,Buy Gulf Oil Lubricants; target of Rs 760: HDFC Securities ,2020-08-20 12:35:00,HDFC Securities,Gulf Oil Lubricants,GULFOILLUB,760.0,Buy,2020-08-20,665.0,2020-11-19,760.0,Complete
2857,Buy Dilip Buildcon; target of Rs 466: HDFC Securities ,2020-08-20 12:35:00,HDFC Securities,Dilip Buildcon,DBL,466.0,Buy,2020-08-20,403.0,2020-09-01,362.7,Complete
2858,Buy Voltas; target of Rs 725: ICICI Direct ,2020-08-20 12:35:00,ICICI Direct,Voltas,VOLTAS,725.0,Buy,2020-08-20,642.8,2020-11-03,725.0,Complete
2859,Buy Deccan Cements; target of Rs 380: HDFC Securities ,2020-08-20 12:35:00,HDFC Securities,Deccan Cements,DECCANCE,380.0,Buy,2020-08-20,286.95,2020-12-03,380.0,Complete
2860,Sell New India Assurance; target of Rs 100: HDFC Securities ,2020-08-20 12:35:00,HDFC Securities,New India Assurance,NIACL,100.0,Sell,2020-11-03,100.0,2020-08-20,116.6,Complete
2861,Buy Petronet LNG; target of Rs 300: ICICI Direct ,2020-08-20 12:35:00,ICICI Direct,Petronet LNG,PETRONET,300.0,Buy,2020-08-20,253.75,2020-09-09,228.375,Complete
2862,Buy Cochin Shipyard; target of Rs 395: ICICI Direct ,2020-08-20 12:35:00,ICICI Direct,Cochin Shipyard,COCHINSHIP,395.0,Buy,2020-08-20,343.8,2020-09-22,309.42,Complete
2863,Buy EIH; target of Rs 95: ICICI Direct ,2020-08-20 12:35:00,ICICI Direct,EIH,EIHOTEL,95.0,Buy,2020-08-20,80.0,2020-08-21,95.0,Complete
2864,Hold Indian Bank; target of Rs 70: ICICI Direct ,2020-08-20 12:35:00,ICICI Direct,Indian Bank,INDIANB,70.0,Hold,2020-08-20,63.4,2020-08-28,70.0,Complete
2865,Hold Elgi Equipments; target of Rs 230: ICICI Direct ,2020-08-20 12:35:00,ICICI Direct,Elgi Equipments,ELGIEQUIP,230.0,Hold,2020-08-20,229.9,2020-08-20,230.0,Complete
2866,Hold HEG; target of Rs 750: ICICI Direct ,2020-08-20 12:35:00,ICICI Direct,HEG,HEG,750.0,Hold,,,,,Not Attempted
2867,Buy Voltamp Transformers; target of Rs 1244: Prabhudas Lilladher ,2020-08-19 11:07:00,Prabhudas Lilladher,Voltamp Transformers,VOLTAMP,1244.0,Buy,2020-08-19,1152.0,2020-09-03,1036.8,Complete
2868,Buy Aurobindo Pharma; target of Rs 1027: KR Choksey ,2020-08-19 11:07:00,KR Choksey,Aurobindo Pharma,AUROPHARMA,1027.0,Buy,2020-08-19,875.7,2020-09-01,788.1300000000001,Complete
2869,Buy Balkrishna Industries; target of Rs 1500: ICICI Direct ,2020-08-19 11:06:00,ICICI Direct,Balkrishna Industries,BALKRISIND,1500.0,Buy,2020-08-19,1341.3,2020-09-30,1500.0,Complete
2870,Buy Prestige Estates Projects; target of Rs 280: HDFC Securities ,2020-08-19 11:06:00,HDFC Securities,Prestige Estates Projects,PRESTIGE,280.0,Buy,2020-08-19,239.3,2020-08-31,280.0,Complete
2871,Buy Endurance Technologies; target of Rs 1085: HDFC Securities ,2020-08-19 11:06:00,HDFC Securities,Endurance Technologies,ENDURANCE,1085.0,Buy,2020-08-19,1022.0,2020-08-26,1085.0,Complete
2872,Buy City Union Bank; target of Rs 164: HDFC Securities ,2020-08-19 11:06:00,HDFC Securities,City Union Bank,CUB,164.0,Buy,2020-08-19,124.3,2020-11-06,164.0,Complete
2873,Buy Hero Motocorp; target of Rs 3100: HDFC Securities ,2020-08-19 11:06:00,HDFC Securities,Hero Motocorp,HEROMOTOCO,3100.0,Buy,2020-08-19,2945.95,2020-08-26,3100.0,Complete
2874,Buy Alkyl Amines; target of Rs 3355: HDFC Securities ,2020-08-19 11:06:00,HDFC Securities,Alkyl Amines,ALKYLAMINE,3355.0,Buy,2020-08-19,2899.0,2020-08-24,3355.0,Complete
2875,Buy Tata Steel; target of Rs 594: ICICI Securities ,2020-08-19 11:06:00,ICICI Securities,Tata Steel,TATASTLLP,594.0,Buy,2020-08-19,329.3,2020-09-01,296.37,Complete
2876,Buy Alkem Laboratories; target of Rs 3500: ICICI Securities ,2020-08-19 11:05:00,ICICI Securities,Alkem Laboratories,ALKEM,3500.0,Buy,2020-08-19,2905.0,2020-10-23,2614.5,Complete
2877,Buy JSW Energy; target of Rs 60: ICICI Securities ,2020-08-19 11:05:00,ICICI Securities,JSW Energy,JSWENERGY,60.0,Buy,2020-08-19,56.2,2020-09-03,60.0,Complete
2878,Buy Fortis Healthcare; target of Rs 160: ICICI Securities ,2020-08-19 11:04:00,ICICI Securities,Fortis Healthcare,FORTIS,160.0,Buy,2020-08-19,141.5,2020-10-15,127.35,Complete
2879,Buy Cummins India; target of Rs 505: ICICI Securities ,2020-08-19 11:04:00,ICICI Securities,Cummins India,CUMMINSIND,505.0,Buy,2020-08-19,450.6,2020-11-19,505.0,Complete
2880,Buy Hindalco Industries; target of Rs 224: ICICI Securities ,2020-08-19 11:04:00,ICICI Securities,Hindalco Industries,HINDALCO,224.0,Buy,2020-08-19,196.85,2020-09-09,177.165,Complete
2881,Buy Insecticides India; target of Rs 560: ICICI Securities ,2020-08-19 11:03:00,ICICI Securities,Insecticides India,INSECTICID,560.0,Buy,2020-08-19,483.95,2020-11-10,435.555,Complete
2882,Buy NTPC; target of Rs 165: ICICI Securities ,2020-08-19 11:03:00,ICICI Securities,NTPC,NTPC,165.0,Buy,2020-08-19,96.0,2020-09-22,86.4,Complete
2883,Buy Ramco Cements; target of Rs 780: ICICI Securities ,2020-08-19 11:03:00,ICICI Securities,Ramco Cements,RAMCOCEM,780.0,Buy,2020-08-19,699.0,2020-10-12,780.0,Complete
2884,Sell Blue Dart Express; target of Rs 1746: ICICI Securities ,2020-08-19 11:03:00,ICICI Securities,Blue Dart Express,BLUEDART,1746.0,Sell,2020-08-24,2099.625,2020-08-19,1908.75,Complete
2885,Hold Thermax; target of Rs 740: ICICI Securities ,2020-08-19 11:03:00,ICICI Securities,Thermax,THERMAX,740.0,Hold,,,,,Not Attempted
2886,Hold Greenpanel Industries; target of Rs 39: ICICI Securities ,2020-08-19 11:03:00,ICICI Securities,Greenpanel Industries,GREENPANEL,39.0,Hold,,,,,Not Attempted
2887,Hold Berger Paints; target of Rs 540: ICICI Securities ,2020-08-19 11:02:00,ICICI Securities,Berger Paints,BERGEPAINT,540.0,Hold,,,,,Not Attempted
2888,Buy Glenmark Pharmaceuticals; target of Rs 560: ICICI Direct ,2020-08-19 11:02:00,ICICI Direct,Glenmark Pharmaceuticals,GLENMARK,560.0,Buy,2020-08-19,478.0,2021-04-16,560.0,Complete
2889,Accumulate Lumax Industries; target of Rs 1513: Dolat Capital ,2020-08-19 11:02:00,Dolat Capital,Lumax Industries,LUMAXIND,1513.0,Accumulate,2020-08-19,1495.0,2020-08-21,1513.0,Complete
2890,Reduce United Breweries; target of Rs 1004: Dolat Capital ,2020-08-19 11:02:00,Dolat Capital,United Breweries,UBL,1004.0,Reduce,2020-09-01,1004.0,2020-08-19,1013.85,Complete
2891,Accumulate VRL Logistics; target of Rs 175: Dolat Capital ,2020-08-19 11:01:00,Dolat Capital,VRL Logistics,VRLLOG,175.0,Accumulate,2020-08-19,152.8,2020-08-26,175.0,Complete
2892,Buy Engineers India; target of Rs 89: Motilal Oswal ,2020-08-18 14:20:00,Motilal Oswal,Engineers India,ENGINERSIN,89.0,Buy,2020-08-18,68.75,2020-10-13,61.875,Complete
2893,Buy Sun TV Network; target of Rs 500: Motilal Oswal ,2020-08-18 13:27:00,Motilal Oswal,Sun TV Network,SUNTV,500.0,Buy,2020-08-18,426.0,2020-09-10,500.0,Complete
2894,Buy Endurance Technologies; target of Rs 1154: Motilal Oswal ,2020-08-18 12:51:00,Motilal Oswal,Endurance Technologies,ENDURANCE,1154.0,Buy,2020-08-18,999.0,2020-08-26,1154.0,Complete
2895,Buy The Ramco Cement; target of Rs 780: ICICI Direct ,2020-08-18 12:49:00,ICICI Direct,The Ramco Cement,RAMCOCEM,780.0,Buy,2020-08-18,670.0,2020-10-12,780.0,Complete
2896,Buy United Breweries; target of Rs 1120: ICICI Direct ,2020-08-18 12:47:00,ICICI Direct,United Breweries,UBL,1120.0,Buy,2020-08-18,975.0,2020-09-03,1120.0,Complete
2897,Buy Sun TV Network; target of Rs 490: ICICI Direct ,2020-08-18 12:47:00,ICICI Direct,Sun TV Network,SUNTV,490.0,Buy,2020-08-18,426.0,2020-08-25,490.0,Complete
2898,Hold Tata Steel; target of Rs 450: ICICI Direct ,2020-08-18 12:47:00,ICICI Direct,Tata Steel,TATASTLLP,450.0,Hold,2020-08-18,319.8,2020-10-19,450.0,Complete
2899,Accumulate The Ramco Cement; target of Rs 725: Dolat Capital ,2020-08-18 12:47:00,Dolat Capital,The Ramco Cement,RAMCOCEM,725.0,Accumulate,2020-08-18,670.0,2020-08-21,725.0,Complete
2900,Buy Aarti Industries; target of Rs 1350: Dolat Capital ,2020-08-18 12:47:00,Dolat Capital,Aarti Industries,AARTIIND,1350.0,Buy,2020-08-18,1030.0,2021-01-05,1350.0,Complete
2901,Buy Hindalco Industries; target of Rs 215: Prabhudas Lilladher ,2020-08-18 12:47:00,Prabhudas Lilladher,Hindalco Industries,HINDALCO,215.0,Buy,2020-08-18,193.2,2020-09-09,173.88,Complete
2902,Buy Engineers India; target of Rs 104: Prabhudas Lilladher ,2020-08-18 12:47:00,Prabhudas Lilladher,Engineers India,ENGINERSIN,104.0,Buy,2020-08-18,68.75,2020-10-13,61.875,Complete
2903,Reduce Tata Steel; target of Rs 300: Prabhudas Lilladher ,2020-08-18 12:47:00,Prabhudas Lilladher,Tata Steel,TATASTLLP,300.0,Reduce,2020-09-01,300.0,2020-08-18,319.8,Complete
2904,Hold Tech Mahindra; target of Rs 850: Sharekhan ,2020-08-18 12:47:00,Sharekhan,Tech Mahindra,TECHM,850.0,Hold,2020-08-18,725.0,2020-10-05,850.0,Complete
2905,Buy Hero MotoCorp; target of Rs 3300: Sharekhan ,2020-08-18 12:47:00,Sharekhan,Hero MotoCorp,HEROMOTOCO,3300.0,Buy,2020-08-18,2927.0,2020-10-09,3300.0,Complete
2906,Buy The Ramco Cements; target of Rs 803: Sharekhan ,2020-08-18 12:46:00,Sharekhan,The Ramco Cements,RAMCOCEM,803.0,Buy,2020-08-18,670.0,2020-10-30,803.0,Complete
2907,Buy BPCL; target of Rs 480: Emkay Global Financial ,2020-08-18 12:46:00,Emkay Global Financial,BPCL,BPCL,480.0,Buy,2020-08-18,410.0,2020-09-25,369.0,Complete
2908,Hold Shoppers Stop; target of Rs 220: Emkay Global Financial ,2020-08-18 12:46:00,Emkay Global Financial,Shoppers Stop,SHOPERSTOP,220.0,Hold,2020-08-18,166.6,2020-12-09,220.0,Complete
2909,Buy Shriram Transport Finance; target of Rs 880: YES Securities ,2020-08-18 12:46:00,YES Securities,Shriram Transport Finance,SRTRANSFIN,880.0,Buy,2020-08-18,684.5,2020-09-22,616.0500000000001,Complete
2910,Sell Bodal Chemicals; target of Rs 62: East India Securities ,2020-08-18 12:46:00,East India Securities,Bodal Chemicals,BODALCHEM,62.0,Sell,2020-10-16,62.0,2020-08-18,73.4,Complete
2911,Buy Mayur Uniquoters; target of Rs 314: East India Securities ,2020-08-18 12:45:00,East India Securities,Mayur Uniquoters,MAYURUNIQ,314.0,Buy,2020-08-18,249.0,2020-12-30,314.0,Complete
2912,Buy Kaveri Seed Company; target of Rs 989: East India Securities ,2020-08-18 12:45:00,East India Securities,Kaveri Seed Company,KSCL,989.0,Buy,2020-08-18,607.0,2020-09-08,546.3000000000001,Complete
2913,Buy Minda Corporation; target of Rs 105: Dolat Capital ,2020-08-18 12:45:00,Dolat Capital,Minda Corporation,MINDACORP,105.0,Buy,2020-08-18,75.0,2020-09-22,67.5,Complete
2914,Buy KEC International; target of Rs 371: Cholamandalam securities ,2020-08-18 12:45:00,Cholamandalam securities,KEC International,KEC,371.0,Buy,2020-08-18,317.0,2020-12-01,371.0,Complete
2915,Hold City Union Bank; target of Rs 133: Arihant Capital ,2020-08-18 12:44:00,Arihant Capital,City Union Bank,CUB,133.0,Hold,2020-08-18,124.6,2020-08-24,133.0,Complete
2916,Accumulate Ashok Lelyand; target of Rs 69: Arihant Capital ,2020-08-18 12:44:00,Arihant Capital,Ashok Lelyand,ASHOKLEY,69.0,Accumulate,2020-08-18,63.0,2020-08-19,69.0,Complete
2917,Buy Balkrishna Industries; target of Rs 1637: Anand Rathi ,2020-08-18 12:44:00,Anand Rathi,Balkrishna Industries,BALKRISIND,1637.0,Buy,2020-08-18,1317.0,2020-11-18,1637.0,Complete
2918,Buy Mayur Uniquoters; target of Rs 337: Anand Rathi ,2020-08-18 12:44:00,Anand Rathi,Mayur Uniquoters,MAYURUNIQ,337.0,Buy,2020-08-18,249.0,2021-02-09,337.0,Complete
2919,Buy Star Cement; target of Rs 115: Anand Rathi ,2020-08-18 12:44:00,Anand Rathi,Star Cement,STARCEMENT,115.0,Buy,2020-08-18,89.5,2020-11-12,80.55,Complete
2920,Buy Prism Johnson; target of Rs 61: Anand Rathi ,2020-08-18 12:44:00,Anand Rathi,Prism Johnson,PRSMJOHNSN,61.0,Buy,2020-08-18,48.2,2020-08-27,61.0,Complete
2921,"Hold Eicher Motors; target of Rs 20,410: East India Securities ",2020-08-18 11:27:00,East India Securities,Eicher Motors,EICHERMOT,20410.0,Hold,,,,,Not Attempted
2922,Buy JMC Projects (India); target of Rs 65: YES Securities ,2020-08-17 17:07:00,YES Securities,JMC Projects (India),JMCPROJECT,65.0,Buy,2020-08-18,53.7,2020-09-09,48.330000000000005,Complete
2923,Sell Cummins India; target of Rs 332: YES Securities ,2020-08-17 17:07:00,YES Securities,Cummins India,CUMMINSIND,332.0,Sell,2020-11-18,499.4,2020-08-18,454.0,Complete
2924,"Buy Eicher Motors; target of Rs 26,727: Emkay Global Financial ",2020-08-17 17:06:00,Emkay Global Financial,Eicher Motors,EICHERMOT,26727.0,Buy,2020-08-18,21115.7,2020-08-24,19004.13,Complete
2925,Buy Aurobindo Pharma; target of Rs 1000: Emkay Global Financial ,2020-08-17 17:06:00,Emkay Global Financial,Aurobindo Pharma,AUROPHARMA,1000.0,Buy,2020-08-18,863.0,2020-09-01,776.7,Complete
2926,Buy Brigade Enterprises; target of Rs 213: HDFC Securities ,2020-08-17 17:06:00,HDFC Securities,Brigade Enterprises,BRIGADE,213.0,Buy,2020-08-18,152.2,2020-11-05,213.0,Complete
2927,Buy Firstsource Solutions; target of Rs 85: Dolat Capital ,2020-08-17 17:06:00,Dolat Capital,Firstsource Solutions,FSL,85.0,Buy,2020-08-18,53.55,2020-12-24,85.0,Complete
2928,Accumulate Transport Corporation of India; target of Rs 230: Dolat Capital ,2020-08-17 17:06:00,Dolat Capital,Transport Corporation of India,TCI,230.0,Accumulate,2020-08-18,212.8,2020-08-20,230.0,Complete
2929,Accumulate Dilip Buildcon; target of Rs 403: Dolat Capital ,2020-08-17 17:06:00,Dolat Capital,Dilip Buildcon,DBL,403.0,Accumulate,2020-08-18,374.75,2020-08-19,403.0,Complete
2930,Accumulate Ahluwalia Contracts; target of Rs 266: Dolat Capital ,2020-08-17 17:06:00,Dolat Capital,Ahluwalia Contracts,AHLUCONT,266.0,Accumulate,2020-08-18,254.8,2020-08-26,266.0,Complete
2931,Accumulate Hero MotoCorp; target of Rs 3193: Dolat Capital ,2020-08-17 17:06:00,Dolat Capital,Hero MotoCorp,HEROMOTOCO,3193.0,Accumulate,2020-08-18,2927.0,2020-09-29,3193.0,Complete
2932,Accumulate Balkrishna Industries; target of Rs 1531: Dolat Capital ,2020-08-17 17:05:00,Dolat Capital,Balkrishna Industries,BALKRISIND,1531.0,Accumulate,2020-08-18,1317.0,2020-11-11,1531.0,Complete
2933,Accumulate GAIL; target of Rs 115: Dolat Capital ,2020-08-17 17:05:00,Dolat Capital,GAIL,GAIL,115.0,Accumulate,2020-08-18,97.9,2020-09-21,88.11000000000001,Complete
2934,Accumulate Marico; target of Rs 364: Dolat Capital ,2020-08-17 17:05:00,Dolat Capital,Marico,MARICO,364.0,Accumulate,,,,,Not Attempted
