S No.,Reco Full,Reco Datetime,Reco Provider,Reco For,Symbol,Target Price,Action,Buy Date,Buy Price,Sell Date,Sell Price,Status
1287,Buy Larsen and Toubro target of Rs 1550: Sharekhan ,2021-02-01 18:39:00,Sharekhan,Federal Bank,FEDERALBNK,1550.0,Buy,,,,,Not Attempted
1288,Buy Kotak Mahindra Bank; target of Rs 2130: Sharekhan ,2021-02-01 18:39:00,Sharekhan,Kotak Mahindra Bank,KOTAKBANK,2130.0,Buy,2021-02-02,1830.0,2021-10-21,2155.0,Complete
1289,Buy Lupin; target of Rs 1350: Sharekhan ,2021-02-01 18:38:00,Sharekhan,Lupin,LUPIN,1350.0,Buy,2021-02-02,1000.0,,,Open
1290,Buy Polycab India; target of Rs 1530: Sharekhan ,2021-02-01 18:38:00,Sharekhan,Polycab India,POLYCAB,1530.0,Buy,2021-02-02,1260.0,2021-04-27,1554.5,Complete
1291,Buy Supreme Industries target of Rs 2020: Sharekhan ,2021-02-01 18:38:00,Sharekhan,Polycab India,POLYCAB,2020.0,Buy,2021-02-02,1260.0,2021-07-01,2033.0,Complete
1292,Buy APL Apollo Tubes; target of Rs 1180: Sharekhan ,2021-02-01 18:37:00,Sharekhan,APL Apollo Tubes,APLAPOLLO,1180.0,Buy,2021-02-02,935.0,2021-03-03,1250.0,Complete
1293,Buy HDFC Life Insurance; target of Rs 850: Sharekhan ,2021-02-01 18:37:00,Sharekhan,HDFC Life Insurance,HDFCLIFE,850.0,Buy,2021-02-02,710.5,,,Open
1294,Buy JSW Steel; target of Rs 432: Sharekhan ,2021-02-01 18:37:00,Sharekhan,JSW Steel,JSWSTEEL,432.0,Buy,2021-02-02,384.65,2021-03-03,435.0,Complete
1295,Buy Biocon; target of Rs 470: Sharekhan ,2021-02-01 18:36:00,Sharekhan,Biocon,BIOCON,470.0,Buy,2021-02-02,384.0,,,Open
1296,Buy SRF; target of Rs 6760: Sharekhan ,2021-02-01 18:36:00,Sharekhan,SRF,SRF,6760.0,Buy,2021-02-02,5540.0,2021-05-04,6813.9,Complete
1297,Buy Asian Paints; target of Rs 3000: Sharekhan ,2021-02-01 18:36:00,Sharekhan,Asian Paints,ASIANPAINT,3000.0,Buy,2021-02-02,2460.0,2021-06-15,3050.0,Complete
1298,Buy Bajaj Finserv; target of Rs 10860: Sharekhan ,2021-02-01 18:35:00,Sharekhan,Bajaj Finserv,BAJAJFINSV,10860.0,Buy,2021-02-02,9827.7,2021-04-29,11300.0,Complete
1299,Buy Bajaj Auto; target of Rs 4327: Sharekhan ,2021-02-01 18:34:00,Sharekhan,Bajaj Auto,BAJAJ-AUTO,4327.0,Buy,2021-02-02,4155.8,2021-02-04,4361.4,Complete
1300,Buy Bajaj Holdings and Investment; target of Rs 4312: Sharekhan ,2021-02-01 18:34:00,Sharekhan,Bajaj Holdings and Investment,BAJAJHLDNG,4312.0,Buy,2021-02-02,3319.0,2021-08-31,4397.0,Complete
1301,Buy Kajaria Ceramics; target of Rs 950: Sharekhan ,2021-02-01 18:33:00,Sharekhan,Kajaria Ceramics,KAJARIACER,950.0,Buy,2021-02-02,838.95,2021-02-11,960.0,Complete
1302,Buy Aarti Drugs; target of Rs 848: Anand Rathi ,2021-02-01 18:12:00,Anand Rathi,Aarti Drugs,AARTIDRUGS,848.0,Buy,2021-02-02,684.85,,,Open
1303,Buy Navin Fluorine; target of Rs 3000: Anand Rathi ,2021-02-01 18:12:00,Anand Rathi,Navin Fluorine,NAVINFLUOR,3000.0,Buy,2021-02-02,2355.0,2021-04-07,3009.5,Complete
1304,Buy Crompton Greaves Consumer; target of Rs 470: Anand Rathi ,2021-02-01 18:12:00,Anand Rathi,Crompton Greaves Consumer,CROMPTON,470.0,Buy,2021-02-02,411.35,2021-07-16,496.7,Complete
1305,Buy Polycab India; target of Rs 1539: Anand Rathi ,2021-02-01 18:12:00,Anand Rathi,Polycab India,POLYCAB,1539.0,Buy,2021-02-02,1260.0,2021-04-27,1554.5,Complete
1306,Buy Atul; target of Rs 7500: Anand Rathi ,2021-02-01 18:11:00,Anand Rathi,Atul,ATULAUTO,7500.0,Buy,,,,,Not Attempted
1307,Buy Birla Corporation; target of Rs 1039: Anand Rathi ,2021-02-01 18:11:00,Anand Rathi,Birla Corporation,BIRLACORPN,1039.0,Buy,2021-02-02,769.8,2021-05-12,1050.0,Complete
1308,Buy Shree Digvijay Cement Company; target of Rs 76: Arihant Capital ,2021-02-01 18:11:00,Arihant Capital,Shree Digvijay Cement Company,SHREECEM,76.0,Buy,,,,,Not Attempted
1309,Buy ICICI Bank; target of Rs 647: Arihant Capital ,2021-02-01 18:10:00,Arihant Capital,ICICI Bank,ICICIBANK,647.0,Buy,2021-02-02,613.0,2021-02-12,649.9,Complete
1310,Accumulate Axis Bank; target of Rs 794: Arihant Capital ,2021-02-01 18:10:00,Arihant Capital,Axis Bank,AXISBANK,794.0,Accumulate,2021-02-02,719.25,2021-02-15,799.0,Complete
1311,Accumulate HDFC Bank; target of Rs 1647: Arihant Capital ,2021-02-01 18:08:00,Arihant Capital,HDFC Bank,HDFCBANK,1647.0,Accumulate,2021-02-02,1501.0,2021-10-13,1648.0,Complete
1312,Buy ICICI Lombard General Insurance; target of Rs 1750: Sharekhan ,2021-01-29 19:14:00,Sharekhan,ICICI Lombard General Insurance,ICICIGI,1750.0,Buy,2021-02-01,1326.1,,,Open
1313,Buy Gateway Distriparks; target of Rs 150: Sharekhan ,2021-01-29 19:14:00,Sharekhan,Gateway Distriparks,GATEWAY,150.0,Buy,2022-04-05,79.45,,,Open
1314,Buy Maruti Suzuki India; target of Rs 9000: Sharekhan ,2021-01-29 19:14:00,Sharekhan,Maruti Suzuki India,MARUTI,9000.0,Buy,2021-02-01,7265.2,2022-02-10,9050.0,Complete
1315,Buy Marico; target of Rs 477: Sharekhan ,2021-01-29 19:14:00,Sharekhan,Marico,MARICO,477.0,Buy,2021-02-01,416.9,2021-05-06,477.4,Complete
1316,Buy Colgate Palmolive; target of Rs 1850: Sharekhan ,2021-01-29 19:14:00,Sharekhan,Colgate Palmolive,COLPAL,1850.0,Buy,2021-02-01,1604.0,,,Open
1317,Buy TVS Motor Company; target of Rs 620: Sharekhan ,2021-01-29 19:14:00,Sharekhan,TVS Motor Company,TVSMOTOR,620.0,Buy,2021-02-01,560.65,2021-02-02,626.4,Complete
1318,Buy Jyothy Laboratories; target of Rs 188: Sharekhan ,2021-01-29 19:13:00,Sharekhan,Jyothy Laboratories,JYOTHYLAB,188.0,Buy,2021-02-01,162.95,,,Open
1319,Buy Granules India; target of Rs 475: Sharekhan ,2021-01-29 19:13:00,Sharekhan,Granules India,GRANULES,475.0,Buy,2021-02-01,338.0,,,Open
1320,Buy Bharat Electronics; target of Rs 152: Sharekhan ,2021-01-29 19:13:00,Sharekhan,Bharat Electronics,BEL,152.0,Buy,2021-02-01,130.0,2021-03-02,153.55,Complete
1321,Buy Welspun India; target of Rs 90: Sharekhan ,2021-01-29 19:13:00,Sharekhan,Welspun India,WELSPUNIND,90.0,Buy,2021-02-01,67.0,2021-05-07,95.0,Complete
1322,Buy RBL Bank; target of Rs 240: Sharekhan ,2021-01-29 19:13:00,Sharekhan,RBL Bank,RBLBANK,240.0,Buy,2021-02-01,215.95,2021-02-01,244.85,Complete
1323,Buy Hindustan Unilever; target of Rs 2790: Sharekhan ,2021-01-29 19:12:00,Sharekhan,Hindustan Unilever,HINDUNILVR,2790.0,Buy,2021-02-01,2276.65,2021-09-02,2810.0,Complete
1324,Buy Axis Bank; target of Rs 800: Sharekhan ,2021-01-29 19:12:00,Sharekhan,Axis Bank,AXISBANK,800.0,Buy,2021-02-01,665.0,2021-09-01,819.0,Complete
1325,Buy Nippon Life India Asset Management; target of Rs 350: Sharekhan ,2021-01-29 19:12:00,Sharekhan,Nippon Life India Asset Management,INDNIPPON,350.0,Buy,2021-02-01,339.45,2021-02-02,355.55,Complete
1326,Buy ICICI Prudential Life Insurance; target of Rs 584: Sharekhan ,2021-01-29 19:12:00,Sharekhan,ICICI Prudential Life Insurance,ICICIPRULI,584.0,Buy,2021-02-01,482.35,2021-06-07,584.65,Complete
1327,Buy Emami; target of Rs 570: Sharekhan ,2021-01-29 19:11:00,Sharekhan,Emami,EMAMILTD,570.0,Buy,2021-02-01,496.0,2021-07-01,574.0,Complete
1328,Hold Bank of Baroda target of Rs 75: Sharekhan ,2021-01-29 19:10:00,Sharekhan,Emami,EMAMILTD,75.0,Hold,,,,,Not Attempted
1329,Buy Navin Fluorine International; target of Rs 3115: Dolat Capital Market ,2021-01-29 19:02:00,Dolat Capital Market,Navin Fluorine International,NAVINFLUOR,3115.0,Buy,2021-02-01,2300.0,2021-04-08,3156.65,Complete
1330,Buy PSP Projects; target of Rs 558: Dolat Capital Market ,2021-01-29 19:02:00,Dolat Capital Market,PSP Projects,PSPPROJECT,558.0,Buy,2021-02-01,416.7,2022-01-27,587.7,Complete
1331,Buy Poly Medicure; target of Rs 620: Dolat Capital Market ,2021-01-29 19:01:00,Dolat Capital Market,Poly Medicure,POLYMED,620.0,Buy,2021-02-01,506.55,2021-02-15,645.4,Complete
1332,Buy Axis Bank; target of Rs 840: Dolat Capital Market ,2021-01-29 19:01:00,Dolat Capital Market,Axis Bank,AXISBANK,840.0,Buy,2021-02-01,665.0,2021-10-25,866.9,Complete
1333,Buy Emami; target of Rs 575: Dolat Capital Market ,2021-01-29 19:01:00,Dolat Capital Market,Emami,EMAMILTD,575.0,Buy,2021-02-01,496.0,2021-07-12,578.0,Complete
1334,Accumulate ICICI Prudential Life Insurance; target of Rs 556: Dolat Capital Market ,2021-01-29 19:01:00,Dolat Capital Market,ICICI Prudential Life Insurance,ICICIPRULI,556.0,Accumulate,2021-02-01,482.35,2021-05-04,565.45,Complete
1335,Buy Oracle Financial Services Software; target of Rs 4000: Dolat Capital Market ,2021-01-29 19:01:00,Dolat Capital Market,Oracle Financial Services Software,OFSS,4000.0,Buy,2021-02-01,3218.0,2021-07-13,4074.85,Complete
1336,Accumulate Colgate-Palmolive India; target of Rs 1760: Dolat Capital Market ,2021-01-29 18:59:00,Dolat Capital Market,Colgate-Palmolive India,COLPAL,1760.0,Accumulate,2021-02-01,1604.0,2021-05-31,1794.85,Complete
1337,Accumulate Marico; target of Rs 440: Dolat Capital Market ,2021-01-29 18:58:00,Dolat Capital Market,Marico,MARICO,440.0,Accumulate,2021-02-01,416.9,2021-05-03,454.0,Complete
1338,Accumulate Maruti Suzuki; target of Rs 8425: Dolat Capital Market ,2021-01-29 18:58:00,Dolat Capital Market,Maruti Suzuki,MARUTI,8425.0,Accumulate,2021-02-01,7265.2,2022-01-25,8664.0,Complete
1339,Accumulate United Spirits; target of Rs 631: Dolat Capital Market ,2021-01-29 18:58:00,Dolat Capital Market,United Spirits,MCDOWELL-N,631.0,Accumulate,2021-02-01,580.5,2021-06-04,644.8,Complete
1340,Reduce Hindustan Unilever; target of Rs 2535: Dolat Capital Market ,2021-01-29 18:57:00,Dolat Capital Market,Hindustan Unilever,HINDUNILVR,2535.0,Reduce,,,,,Not Attempted
1341,Buy Larsen and Toubro; target of Rs 1640: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,Larsen and Toubro,LT,1640.0,Buy,2021-01-29,1362.0,2021-07-22,1647.15,Complete
1342,Buy HCL Technologies; target of Rs 1150: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,HCL Technologies,HCLTECH,1150.0,Buy,2021-01-29,941.0,2021-08-17,1151.95,Complete
1343,Buy MindTree; target of Rs 1970: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,MindTree,MINDTREE,1970.0,Buy,2021-01-29,1688.0,2021-03-16,2028.0,Complete
1344,Buy Rallis India; target of Rs 350: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,Rallis India,RALLIS,350.0,Buy,2021-01-29,274.3,2021-06-09,352.6,Complete
1345,Buy Tata Communications; target of Rs 1210: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,Tata Communications,TATACOMM,1210.0,Buy,2021-01-29,974.0,2021-03-02,1333.95,Complete
1346,Buy Bajaj Finance; target of Rs 5900: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,Bajaj Finance,BAJAJFINSV,5900.0,Buy,,,,,Not Attempted
1347,Buy Kajaria Ceramics; target of Rs 950: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,Kajaria Ceramics,KAJARIACER,950.0,Buy,2021-01-29,848.5,2021-02-11,960.0,Complete
1348,Buy Bajaj Finserv; target of Rs 10500: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,Bajaj Finserv,BAJAJFINSV,10500.0,Buy,2021-01-29,9041.95,2021-02-15,10579.0,Complete
1349,Buy Bajaj Auto; target of Rs 4500: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,Bajaj Auto,BAJAJ-AUTO,4500.0,Buy,2021-01-29,4168.0,,,Open
1350,Buy Cyient; target of Rs 690: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,Cyient,CYIENT,690.0,Buy,2021-01-29,633.95,2021-03-15,703.65,Complete
1351,Buy Syngene International; target of Rs 700: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,Syngene International,SYNGENE,700.0,Buy,2021-01-29,594.8,2021-07-16,700.0,Complete
1352,Buy Multi Commodity Exchange;target of Rs 2000: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,Multi Commodity Exchangetarget,MCX,2000.0,Buy,2021-01-29,1672.35,2021-10-11,2087.6,Complete
1353,Buy SBI Life Insurance; target of Rs 1000: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,SBI Life Insurance,SBILIFE,1000.0,Buy,2021-01-29,876.55,2021-05-04,1005.0,Complete
1354,Buy HDFC Life Insurance; target of Rs 820: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,HDFC Life Insurance,HDFCLIFE,820.0,Buy,2021-01-29,673.65,,,Open
1355,Buy Music Broadcast; target of Rs 27: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,Music Broadcast,RADIOCITY,27.0,Buy,2021-02-02,22.8,2021-02-17,27.05,Complete
1356,Buy UltraTech Cement; target of Rs 6300: ICICI Direct ,2021-01-28 17:00:00,ICICI Direct,UltraTech Cement,ULTRACEMCO,6300.0,Buy,2021-01-29,5489.0,2021-02-05,6399.0,Complete
1357,Buy Crompton Greaves Consumer; target of Rs 480: ICICI Direct ,2021-01-28 16:59:00,ICICI Direct,Crompton Greaves Consumer,CROMPTON,480.0,Buy,2021-01-29,428.95,2021-07-16,496.7,Complete
1358,Buy Sharda Cropchem; target of Rs 383: Prabhudas Lilladher ,2021-01-28 16:45:00,Prabhudas Lilladher,Sharda Cropchem,SHARDACROP,383.0,Buy,2021-01-29,292.05,2021-06-11,387.0,Complete
1359,Buy Larsen and Toubro; target of Rs 1526: Prabhudas Lilladher ,2021-01-28 16:40:00,Prabhudas Lilladher,Larsen and Toubro,LT,1526.0,Buy,2021-01-29,1362.0,2021-02-02,1593.0,Complete
1360,Buy Polycab India; target of Rs 1359: Prabhudas Lilladher ,2021-01-28 16:40:00,Prabhudas Lilladher,Polycab India,POLYCAB,1359.0,Buy,2021-01-29,1200.0,2021-02-17,1364.0,Complete
1361,Buy Crompton Greaves Consumer Electricals; target of Rs 447: Prabhudas Lilladher ,2021-01-28 16:40:00,Prabhudas Lilladher,Crompton Greaves Consumer Electricals,BAJAJCON,447.0,Buy,2021-01-29,213.5,,,Open
1362,Buy HCL Technologies; target of Rs 1110: HDFC Securities ,2021-01-28 15:51:00,HDFC Securities,HCL Technologies,HCLTECH,1110.0,Buy,2021-01-29,941.0,2021-08-13,1123.95,Complete
1363,Buy IRB Infra; target of Rs 157: HDFC Securities ,2021-01-28 15:50:00,HDFC Securities,IRB Infra,IRB,157.0,Buy,,,,,Not Attempted
1364,Buy Federal Bank; target of Rs 92: HDFC Securities ,2021-01-28 15:50:00,HDFC Securities,Federal Bank,FEDERALBNK,92.0,Buy,2021-01-29,72.6,2021-03-04,92.5,Complete
1365,Buy Bandhan Bank; target of Rs 406: HDFC Securities ,2021-01-28 15:50:00,HDFC Securities,Bandhan Bank,BANDHANBNK,406.0,Buy,2021-01-29,316.2,,,Open
1366,Buy SBI Life Insurance; target of Rs 1170: HDFC Securities ,2021-01-28 15:50:00,HDFC Securities,SBI Life Insurance,SBILIFE,1170.0,Buy,2021-01-29,876.55,2021-08-05,1175.7,Complete
1367,Buy UltraTech Cement; target of Rs 6720: HDFC Securities ,2021-01-28 15:49:00,HDFC Securities,UltraTech Cement,ULTRACEMCO,6720.0,Buy,2021-01-29,5489.0,2021-03-04,6830.0,Complete
1368,Buy Birla Corporation; target of Rs 1371: HDFC Securities ,2021-01-28 15:49:00,HDFC Securities,Birla Corporation,BIRLACORPN,1371.0,Buy,2021-01-29,716.35,2021-05-19,1373.95,Complete
1369,Buy Mphasis; target of Rs 1740: HDFC Securities ,2021-01-28 15:49:00,HDFC Securities,Mphasis,MPHASIS,1740.0,Buy,2021-01-29,1572.0,2021-02-22,1748.0,Complete
1370,Reduce Emami; target of Rs 425: HDFC Securities ,2021-01-28 15:49:00,HDFC Securities,Emami,EMAMILTD,425.0,Reduce,,,2021-01-29,471.4,Open
1371,Buy Axis Bank; target of Rs 705: HDFC Securities ,2021-01-28 15:49:00,HDFC Securities,Axis Bank,AXISBANK,705.0,Buy,2021-01-29,671.0,2021-02-01,717.0,Complete
1372,Reduce Hindustan Unilever; target of Rs 2315: HDFC Securities ,2021-01-28 15:48:00,HDFC Securities,Hindustan Unilever,HINDUNILVR,2315.0,Reduce,2021-01-29,2251.0,2021-01-29,2315.1,Complete
1373,Hold PVR; target of Rs 1440: ICICI Direct ,2021-01-28 15:01:00,ICICI Direct,PVR,PVR,1440.0,Hold,,,,,Not Attempted
1374,Hold Alembic Pharma; target of Rs 1055: ICICI Direct ,2021-01-28 15:01:00,ICICI Direct,Alembic Pharma,APLLTD,1055.0,Hold,2021-01-28,942.0,,,Open
1375,Hold Sterlite Technologies; target of Rs 200: ICICI Direct ,2021-01-28 15:00:00,ICICI Direct,Sterlite Technologies,STLTECH,200.0,Hold,2021-01-28,175.0,2021-02-17,211.9,Complete
1376,Hold VST Industries; target of Rs 4200: ICICI Direct ,2021-01-28 15:00:00,ICICI Direct,VST Industries,VSTIND,4200.0,Hold,2021-01-28,3500.0,,,Open
1377,Hold HDFC AMC; target of Rs 3000: ICICI Direct ,2021-01-28 14:59:00,ICICI Direct,HDFC AMC,HDFCAMC,3000.0,Hold,2021-01-28,2895.0,2021-02-02,3037.0,Complete
1378,Hold Havells India; target of Rs 1255: ICICI Direct ,2021-01-28 14:59:00,ICICI Direct,Havells India,HAVELLS,1255.0,Hold,2021-01-28,1114.0,2021-08-06,1259.95,Complete
1379,Hold Hindustan Zinc; target of Rs 290: ICICI Direct ,2021-01-28 14:59:00,ICICI Direct,Hindustan Zinc,HINDZINC,290.0,Hold,2021-01-28,258.9,2021-02-01,292.5,Complete
1380,Hold Bandhan Bank; target of Rs 370: ICICI Direct ,2021-01-28 14:59:00,ICICI Direct,Bandhan Bank,BANDHANBNK,370.0,Hold,2021-01-28,299.9,2021-03-24,371.0,Complete
1381,Hold Biocon; target of Rs 450: ICICI Direct ,2021-01-28 14:58:00,ICICI Direct,Biocon,BIOCON,450.0,Hold,2021-01-28,376.55,,,Open
1382,Hold Symphony; target of Rs 1090: ICICI Direct ,2021-01-28 14:58:00,ICICI Direct,Symphony,SYMPHONY,1090.0,Hold,2021-01-28,1005.0,2021-02-26,1169.7,Complete
1383,Hold Saregama India; target of Rs 1000: ICICI Direct ,2021-01-28 14:56:00,ICICI Direct,Saregama India,SAREGAMA,1000.0,Hold,2021-01-28,939.0,2021-02-02,1042.0,Complete
1384,Hold DCB Bank; target of Rs 130: ICICI Direct ,2021-01-28 14:55:00,ICICI Direct,DCB Bank,DCBBANK,130.0,Hold,2021-01-28,109.0,,,Open
1385,Hold Havells India target of Rs 1126: Prabhudas Lilladher ,2021-01-28 07:04:00,Prabhudas Lilladher,DCB Bank,DCBBANK,1126.0,Hold,,,,,Not Attempted
1386,Hold Asian Paints target of Rs 2829: Prabhudas Lilladher ,2021-01-28 07:04:00,Prabhudas Lilladher,DCB Bank,DCBBANK,2829.0,Hold,,,,,Not Attempted
1387,Hold Music Broadcast target of Rs 24: Prabhudas Lilladher ,2021-01-28 07:04:00,Prabhudas Lilladher,DCB Bank,DCBBANK,24.0,Hold,,,,,Not Attempted
1388,Reduce JSW Steel target of Rs 335: Prabhudas Lilladher ,2021-01-28 07:03:00,Prabhudas Lilladher,DCB Bank,DCBBANK,335.0,Reduce,,,,,Not Attempted
1389,Buy Mphasis; target of Rs 1719: Prabhudas Lilladher ,2021-01-28 07:02:00,Prabhudas Lilladher,Mphasis,MPHASIS,1719.0,Buy,2021-01-28,1550.0,2021-02-22,1748.0,Complete
1390,Hold Bajaj Auto target of Rs 3489: Prabhudas Lilladher ,2021-01-28 07:01:00,Prabhudas Lilladher,Mphasis,MPHASIS,3489.0,Hold,2021-01-28,1550.0,2021-09-24,3534.6,Complete
1391,Buy Cyient target of Rs 681: Prabhudas Lilladher ,2021-01-28 07:01:00,Prabhudas Lilladher,Mphasis,MPHASIS,681.0,Buy,,,,,Not Attempted
1392,Buy SBI Life Insurance Company target of Rs 1080: Prabhudas Lilladher ,2021-01-28 07:00:00,Prabhudas Lilladher,Mphasis,MPHASIS,1080.0,Buy,,,,,Not Attempted
1393,Buy IRB Infrastructure Developers; target of Rs 157: Prabhudas Lilladher ,2021-01-27 15:44:00,Prabhudas Lilladher,IRB Infrastructure Developers,IRB,157.0,Buy,,,,,Not Attempted
1394,Accumulate CEAT; target of Rs 1434: Prabhudas Lilladher ,2021-01-27 15:42:00,Prabhudas Lilladher,CEAT,CEATLTD,1434.0,Accumulate,,,,,Not Attempted
1395,Accumulate Bajaj Finance; target of Rs 5340: Prabhudas Lilladher ,2021-01-27 15:42:00,Prabhudas Lilladher,Bajaj Finance,BAJAJFINSV,5340.0,Accumulate,,,,,Not Attempted
1396,Accumulate Federal Bank; target of Rs 88: Prabhudas Lilladher ,2021-01-27 15:41:00,Prabhudas Lilladher,Federal Bank,FEDERALBNK,88.0,Accumulate,2021-01-28,69.25,2021-02-17,88.2,Complete
1397,Reduce Hindustan Zinc; target of Rs 260: Prabhudas Lilladher ,2021-01-27 15:41:00,Prabhudas Lilladher,Hindustan Zinc,HINDZINC,260.0,Reduce,,,,,Not Attempted
1398,Buy Ultratech Cement; target of Rs 6100: Prabhudas Lilladher ,2021-01-27 15:39:00,Prabhudas Lilladher,Ultratech Cement,ULTRACEMCO,6100.0,Buy,2021-01-28,5350.0,2021-02-02,6199.0,Complete
1399,Buy Indian Bank; target of Rs 130: Dolat Capital Market ,2021-01-27 15:05:00,Dolat Capital Market,Indian Bank,INDIANB,130.0,Buy,2021-01-27,89.95,2021-02-05,137.0,Complete
1400,Buy UltraTech Cement; target of Rs 6724: Dolat Capital Market ,2021-01-27 15:05:00,Dolat Capital Market,UltraTech Cement,ULTRACEMCO,6724.0,Buy,2021-01-27,5380.0,2021-03-04,6830.0,Complete
1401,Buy DCB Bank; target of Rs 160: Dolat Capital Market ,2021-01-27 15:05:00,Dolat Capital Market,DCB Bank,DCBBANK,160.0,Buy,2021-01-27,114.7,,,Open
1402,Buy V-Mart Retail; target of Rs 3048: Dolat Capital Market ,2021-01-27 15:05:00,Dolat Capital Market,V-Mart Retail,VMART,3048.0,Buy,2021-01-27,2510.55,2021-02-12,3128.95,Complete
1403,Accumulate Federal Bank; target of Rs 90: Dolat Capital Market ,2021-01-27 15:05:00,Dolat Capital Market,Federal Bank,FEDERALBNK,90.0,Accumulate,2021-01-27,71.25,2021-03-04,92.5,Complete
1404,Accumulate CEAT; target of Rs 1444: Dolat Capital Market ,2021-01-27 15:05:00,Dolat Capital Market,CEAT,CEATLTD,1444.0,Accumulate,,,,,Not Attempted
1405,Accumulate Havells India; target of Rs 1300: Dolat Capital Market ,2021-01-27 15:05:00,Dolat Capital Market,Havells India,HAVELLS,1300.0,Accumulate,2021-01-27,1129.0,2021-09-01,1354.3,Complete
1406,Accumulate Kotak Mahindra Bank; target of Rs 1900: Dolat Capital Market ,2021-01-27 15:05:00,Dolat Capital Market,Kotak Mahindra Bank,KOTAKBANK,1900.0,Accumulate,2021-01-27,1798.0,2021-02-04,1915.0,Complete
1407,Accumulate Polycab India; target of Rs 1350: Dolat Capital Market ,2021-01-27 15:05:00,Dolat Capital Market,Polycab India,POLYCAB,1350.0,Accumulate,2021-01-27,1221.25,2021-02-17,1364.0,Complete
1408,Accumulate HDFC Life Insurance Company; target of Rs 764: Dolat Capital Market ,2021-01-27 15:05:00,Dolat Capital Market,HDFC Life Insurance Company,HDFCLIFE,764.0,Accumulate,2021-01-27,685.0,2021-09-02,775.65,Complete
1409,Accumulate Asian Paints; target of Rs 2774: Dolat Capital Market ,2021-01-27 15:05:00,Dolat Capital Market,Asian Paints,ASIANPAINT,2774.0,Accumulate,2021-01-27,2525.0,2021-05-14,2835.25,Complete
1410,Accumulate Ramkrishna Forgings; target of Rs 650: Dolat Capital Market ,2021-01-27 15:04:00,Dolat Capital Market,Ramkrishna Forgings,RKFORGE,650.0,Accumulate,2021-01-27,541.0,2021-05-11,659.0,Complete
1411,Accumulate Mphasis; target of Rs 1720: Dolat Capital Market ,2021-01-27 15:04:00,Dolat Capital Market,Mphasis,MPHASIS,1720.0,Accumulate,2021-01-27,1591.1,2021-02-22,1748.0,Complete
1412,Reduce Bajaj Auto; target of Rs 3852: Dolat Capital Market ,2021-01-27 15:04:00,Dolat Capital Market,Bajaj Auto,BAJAJ-AUTO,3852.0,Reduce,2021-02-26,3773.05,2021-01-27,4133.4,Complete
1413,Reduce Supreme Industries; target of Rs 1775: Dolat Capital Market ,2021-01-27 15:04:00,Dolat Capital Market,Supreme Industries,SUPREMEIND,1775.0,Reduce,2021-01-27,1731.0,2021-01-27,1787.55,Complete
1414,Buy Larsen and Toubro; target of Rs 1680: Dolat Capital Market ,2021-01-27 15:04:00,Dolat Capital Market,Larsen and Toubro,LT,1680.0,Buy,2021-01-27,1368.8,2021-08-30,1684.95,Complete
