S No.,Reco Full,Reco Datetime,Reco Provider,Reco For,Symbol,Target Price,Action,Buy Date,Buy Price,Sell Date,Sell Price,Status
2801,Buy Sun TV Network; target of Rs 540: LKP Research ,2020-08-24 21:53:00,LKP Research,Sun TV Network,SUNTV,540.0,Buy,2020-08-25,473.75,2021-01-14,550.65,Complete
2802,Hold NOCIL; target of Rs 121: East India Securities ,2020-08-24 21:53:00,East India Securities,NOCIL,NOCIL,121.0,Hold,2020-08-25,120.0,2020-08-25,133.9,Complete
2803,Buy JK Lakshmi Cements; target of Rs 355: Geojit ,2020-08-24 21:53:00,Geojit,JK Lakshmi Cements,JKLAKSHMI,355.0,Buy,2020-08-25,284.75,2020-11-17,356.0,Complete
2804,Buy KNR Constructions; target of Rs 299: Geojit ,2020-08-24 21:53:00,Geojit,KNR Constructions,KNRCON,299.0,Buy,2020-08-25,271.0,2020-12-03,304.0,Complete
2805,Buy Cochin Shipyard; target of Rs 445: Geojit ,2020-08-24 21:53:00,Geojit,Cochin Shipyard,COCHINSHIP,445.0,Buy,2020-08-25,361.45,,,Open
2806,Buy Petronet LNG; target of Rs 319: KRChoksey ,2020-08-24 21:53:00,KRChoksey,Petronet LNG,PETRONET,319.0,Buy,2020-08-25,248.6,,,Open
2807,Buy Finolex Cables; target of Rs 360: Sharekhan ,2020-08-24 21:53:00,Sharekhan,Finolex Cables,FINCABLES,360.0,Buy,2020-08-25,307.8,2020-12-07,361.95,Complete
2808,Buy Persistent Systems; target of Rs 1220: Sharekhan ,2020-08-24 21:53:00,Sharekhan,Persistent Systems,PERSISTENT,1220.0,Buy,2020-08-25,1104.0,2020-09-15,1240.0,Complete
2809,Buy H G Infra Engineering; target of Rs 291: Anand Rathi ,2020-08-21 14:06:00,Anand Rathi,H G Infra Engineering,HGINFRA,291.0,Buy,2020-08-21,217.0,2021-02-09,305.0,Complete
2810,Buy NCL Industries; target of Rs 136: Anand Rathi ,2020-08-21 14:06:00,Anand Rathi,NCL Industries,NCLIND,136.0,Buy,2020-08-21,94.5,2020-10-22,137.65,Complete
2811,Buy Ashok Leyland; target of Rs 87: SPA Securities ,2020-08-21 14:06:00,SPA Securities,Ashok Leyland,ASHOKLEY,87.0,Buy,2020-08-21,71.95,2020-11-10,91.95,Complete
2812,Buy KNR Constructions; target of Rs 337: Dolat Capital ,2020-08-21 14:06:00,Dolat Capital,KNR Constructions,KNRCON,337.0,Buy,2020-08-21,260.0,2020-12-18,347.0,Complete
2813,Buy Glenmark Pharma; target of Rs 576 KRChoksey ,2020-08-21 14:06:00,KRChoksey,Glenmark Pharma,GLENMARK,576.0,Buy,2020-08-21,493.0,2021-04-16,578.0,Complete
2814,Buy KNR Construction; target of Rs 304: YES Securities ,2020-08-21 14:06:00,YES Securities,KNR Construction,KNRCON,304.0,Buy,2020-08-21,260.0,2020-12-03,304.0,Complete
2815,Buy KNR Constructions; target of Rs 305: Prabhudas Lilladher ,2020-08-21 14:06:00,Prabhudas Lilladher,KNR Constructions,KNRCON,305.0,Buy,2020-08-21,260.0,2020-12-04,319.85,Complete
2816,Buy Kaveri Seed Company; target of Rs 706: Cholamandalam securities ,2020-08-21 14:05:00,Cholamandalam securities,Kaveri Seed Company,KSCL,706.0,Buy,2020-08-21,617.3,2021-05-11,784.0,Complete
2817,Buy TTK Prestige; target of Rs 6271: Cholamandalam securities ,2020-08-21 14:05:00,Cholamandalam securities,TTK Prestige,TTKPRESTIG,6271.0,Buy,2020-08-21,5644.8,2020-09-15,6575.0,Complete
2818,Buy HG Infra; target of Rs 337: HDFC Securities ,2020-08-21 14:05:00,HDFC Securities,HG Infra,KRIDHANINF,337.0,Buy,,,,,Not Attempted
2819,Buy Birlasoft target of Rs 210: ICICI Direct ,2020-08-21 14:05:00,ICICI Direct,HG Infra,KRIDHANINF,210.0,Buy,,,,,Not Attempted
2820,Buy TCNS Clothing target of Rs 410: ICICI Direct ,2020-08-21 14:05:00,ICICI Direct,HG Infra,KRIDHANINF,410.0,Buy,,,,,Not Attempted
2821,Buy Suven Pharmaceuticals target of Rs 770: ICICI Direct ,2020-08-21 14:05:00,ICICI Direct,HG Infra,KRIDHANINF,770.0,Buy,,,,,Not Attempted
2822,Buy IndiaMART; target of Rs 3550: Motilal Oswal ,2020-08-21 14:05:00,Motilal Oswal,IndiaMART,INDIAMART,3550.0,Buy,2020-08-21,3100.0,2020-08-24,3687.6,Complete
2823,Buy KNR Construction; target of Rs 295: Motilal Oswal ,2020-08-21 14:05:00,Motilal Oswal,KNR Construction,KNRCON,295.0,Buy,2020-08-21,260.0,2020-11-19,295.0,Complete
2824,Buy Tata Power; target of Rs 66: Motilal Oswal ,2020-08-21 14:05:00,Motilal Oswal,Tata Power,TATAPOWER,66.0,Buy,2020-08-21,62.5,2020-12-01,69.45,Complete
2825,Accumulate The Ramco Cements; target of Rs 751 KRChoksey ,2020-08-21 14:05:00,KRChoksey,The Ramco Cements,RAMCOCEM,751.0,Accumulate,2020-08-21,722.3,2020-08-31,758.6,Complete
2826,Buy I G Petrochemicals; target of Rs 301: East India Securities ,2020-08-21 14:05:00,East India Securities,I G Petrochemicals,IGPL,301.0,Buy,2020-08-21,276.65,2020-09-24,310.0,Complete
2827,Buy KNR Constructions; target of Rs 300: ICICI Direct ,2020-08-20 21:59:00,ICICI Direct,KNR Constructions,KNRCON,300.0,Buy,2020-08-21,260.0,2020-12-03,304.0,Complete
2828,Hold Hero MotoCorp; target of Rs 3081: Arihant Capital ,2020-08-20 13:37:00,Arihant Capital,Hero MotoCorp,HEROMOTOCO,3081.0,Hold,2020-08-20,2912.0,2020-08-26,3181.35,Complete
2829,Hold Voltas; target of Rs 608: Emkay Global Financial ,2020-08-20 13:37:00,Emkay Global Financial,Voltas,VOLTAS,608.0,Hold,,,,,Not Attempted
2830,Buy Glenmark Pharma; target of Rs 575: Emkay Global Financial ,2020-08-20 13:37:00,Emkay Global Financial,Glenmark Pharma,GLENMARK,575.0,Buy,2020-08-20,480.0,2021-04-16,578.0,Complete
2831,Hold Zee Entertainment; target of Rs 190: Emkay Global Financial ,2020-08-20 13:37:00,Emkay Global Financial,Zee Entertainment,ZEEL,190.0,Hold,,,,,Not Attempted
2832,Buy Hindalco Industries; target of Rs 225: Emkay Global Financial ,2020-08-20 13:37:00,Emkay Global Financial,Hindalco Industries,HINDALCO,225.0,Buy,2020-08-20,193.05,2020-11-19,227.25,Complete
2833,Sell United Breweries; target of Rs 820: Motilal Oswal ,2020-08-20 13:37:00,Motilal Oswal,United Breweries,UBL,820.0,Sell,,,2020-08-20,1014.0,Open
2834,Buy NTPC; target of Rs 122: Emkay Global Financial ,2020-08-20 13:37:00,Emkay Global Financial,NTPC,NTPC,122.0,Buy,2020-08-20,94.6,2021-07-13,122.0,Complete
2835,"Buy Eicher Motors; target of Rs 24,750: Motilal Oswal ",2020-08-20 13:37:00,Motilal Oswal,Eicher Motors,EICHERMOT,24750.0,Buy,2020-08-20,21200.0,,,Open
2836,Buy IIFL Wealth; target of Rs 1240: Motilal Oswal ,2020-08-20 13:37:00,Motilal Oswal,IIFL Wealth,IIFLWAM,1240.0,Buy,2020-08-20,1154.0,2021-02-11,1320.0,Complete
2837,Buy Voltas; target of Rs 700: Motilal Oswal ,2020-08-20 13:37:00,Motilal Oswal,Voltas,VOLTAS,700.0,Buy,2020-08-20,642.8,2020-09-18,713.5,Complete
2838,Buy NTPC ; target of Rs 139: Motilal Oswal ,2020-08-20 13:36:00,Motilal Oswal,NTPC,NTPC,139.0,Buy,2020-08-20,94.6,2021-09-29,144.25,Complete
2839,Buy Petronet LNG ; target of Rs 336: Motilal Oswal ,2020-08-20 13:36:00,Motilal Oswal,Petronet LNG,PETRONET,336.0,Buy,2020-08-20,253.75,,,Open
2840,Hold Greaves Cotton; target of Rs 95: Sharekhan ,2020-08-20 13:36:00,Sharekhan,Greaves Cotton,GREAVESCOT,95.0,Hold,2020-08-20,80.8,2021-01-04,96.9,Complete
2841,Buy Petronet LNG; target of Rs 300: Sharekhan ,2020-08-20 13:36:00,Sharekhan,Petronet LNG,PETRONET,300.0,Buy,2020-08-20,253.75,,,Open
2842,Buy HG Infra Engineering; target of Rs 282: YES Securities ,2020-08-20 13:36:00,YES Securities,HG Infra Engineering,A2ZINFRA,282.0,Buy,,,,,Not Attempted
2843,Buy Aarti Industries; target of Rs 1194 KRChoksey ,2020-08-20 13:36:00,KRChoksey,Aarti Industries,AARTIIND,1194.0,Buy,2020-08-20,1065.0,2020-08-21,1229.0,Complete
2844,Hold Greaves Cotton; target of Rs 88: Arihant Capital ,2020-08-20 13:36:00,Arihant Capital,Greaves Cotton,GREAVESCOT,88.0,Hold,2020-08-20,80.8,2020-08-27,90.3,Complete
2845,Accumulate Voltamp Transformers; target of Rs 1301: Arihant Capital ,2020-08-20 13:36:00,Arihant Capital,Voltamp Transformers,VOLTAMP,1301.0,Accumulate,2020-08-20,1160.0,2020-12-15,1324.35,Complete
2846,Buy Cochin Shipyard; target of Rs 429: YES Securities ,2020-08-20 13:36:00,YES Securities,Cochin Shipyard,COCHINSHIP,429.0,Buy,2020-08-20,343.8,2021-06-16,433.9,Complete
2847,Accumulate The Ramco cements; target of Rs 760: Geojit ,2020-08-20 13:36:00,Geojit,The Ramco cements,RAMCOCEM,760.0,Accumulate,2020-08-20,694.0,2020-09-16,773.15,Complete
2848,Buy Sanghi Industries; target of Rs 31: Anand Rathi ,2020-08-20 12:37:00,Anand Rathi,Sanghi Industries,SANGHIIND,31.0,Buy,2020-08-20,27.9,2020-08-26,31.2,Complete
2849,Buy Suven Pharmaceuticals; target of Rs 760: Anand Rathi ,2020-08-20 12:37:00,Anand Rathi,Suven Pharmaceuticals,SUVENPHAR,760.0,Buy,2020-08-20,676.85,2020-09-15,774.0,Complete
2850,Buy Ramco Cements; target of Rs 777: Anand Rathi ,2020-08-20 12:37:00,Anand Rathi,Ramco Cements,RAMCOCEM,777.0,Buy,2020-08-20,694.0,2020-10-08,777.0,Complete
2851,Buy Deccan Cements; target of Rs 458: Anand Rathi ,2020-08-20 12:37:00,Anand Rathi,Deccan Cements,DECCANCE,458.0,Buy,2020-08-20,286.95,2021-03-05,465.0,Complete
2852,Buy Greenply Industries; target of Rs 110: Anand Rathi ,2020-08-20 12:37:00,Anand Rathi,Greenply Industries,GREENPLY,110.0,Buy,2020-08-20,89.7,2020-12-01,114.9,Complete
2853,Buy NTPC; target of Rs 147: Dolat Capital ,2020-08-20 12:36:00,Dolat Capital,NTPC,NTPC,147.0,Buy,2020-08-20,94.6,2021-10-04,149.35,Complete
2854,Hold Greaves Cotton; target of Rs 80: ICICI Direct ,2020-08-20 12:36:00,ICICI Direct,Greaves Cotton,GREAVESCOT,80.0,Hold,,,,,Not Attempted
2855,Accumulate Petronet LNG; target of Rs 301: Dolat Capital ,2020-08-20 12:36:00,Dolat Capital,Petronet LNG,PETRONET,301.0,Accumulate,2020-08-20,253.75,,,Open
2856,Buy Voltas; target of Rs 730: Dolat Capital ,2020-08-20 12:36:00,Dolat Capital,Voltas,VOLTAS,730.0,Buy,2020-08-20,642.8,2020-11-03,733.2,Complete
2857,Buy Lumax Auto Technologies; target of Rs 133: Dolat Capital ,2020-08-20 12:36:00,Dolat Capital,Lumax Auto Technologies,LUMAXTECH,133.0,Buy,2020-08-20,106.45,2020-12-16,138.25,Complete
2858,Buy Sharda Cropchem; target of Rs 398: Dolat Capital ,2020-08-20 12:36:00,Dolat Capital,Sharda Cropchem,SHARDACROP,398.0,Buy,2020-08-20,280.0,2022-01-21,409.8,Complete
2859,Buy Zee Entertainment; target of Rs 235: Dolat Capital ,2020-08-20 12:36:00,Dolat Capital,Zee Entertainment,ZEEL,235.0,Buy,2020-08-20,195.0,2020-12-16,236.9,Complete
2860,Buy Sandhar Technologies; target of Rs 269: Dolat Capital ,2020-08-20 12:36:00,Dolat Capital,Sandhar Technologies,SANDHAR,269.0,Buy,2020-08-20,230.35,2020-11-27,279.95,Complete
2861,Buy H.G. Infra Engineering; target of Rs 259: Prabhudas Lilladher ,2020-08-20 12:36:00,Prabhudas Lilladher,H.G. Infra Engineering,HGINFRA,259.0,Buy,2020-08-20,198.0,2021-02-03,284.6,Complete
2862,Buy Petronet LNG; target of Rs 384: Prabhudas Lilladher ,2020-08-20 12:36:00,Prabhudas Lilladher,Petronet LNG,PETRONET,384.0,Buy,2020-08-20,253.75,,,Open
2863,Buy S Chand and Company; target of Rs 87: Prabhudas Lilladher ,2020-08-20 12:35:00,Prabhudas Lilladher,S Chand and Company,SCHAND,87.0,Buy,2020-08-20,81.1,2020-09-04,87.0,Complete
2864,Buy Insecticides India; target of Rs 612: Prabhudas Lilladher ,2020-08-20 12:35:00,Prabhudas Lilladher,Insecticides India,INSECTICID,612.0,Buy,2020-08-20,508.8,2021-06-09,665.0,Complete
2865,Sell Glenmark Pharmaceuticals; target of Rs 365: Prabhudas Lilladher ,2020-08-20 12:35:00,Prabhudas Lilladher,Glenmark Pharmaceuticals,GLENMARK,365.0,Sell,,,2020-08-20,480.0,Open
2866,Accumulate Voltas; target of Rs 660: Prabhudas Lilladher ,2020-08-20 12:35:00,Prabhudas Lilladher,Voltas,VOLTAS,660.0,Accumulate,2020-08-20,642.8,2020-08-20,675.0,Complete
2867,Buy Ahluwalia Contracts; target of Rs 286: HDFC Securities ,2020-08-20 12:35:00,HDFC Securities,Ahluwalia Contracts,AHLUCONT,286.0,Buy,2020-08-20,253.0,2020-08-26,302.8,Complete
2868,Buy Gulf Oil Lubricants; target of Rs 760: HDFC Securities ,2020-08-20 12:35:00,HDFC Securities,Gulf Oil Lubricants,GULFOILLUB,760.0,Buy,2020-08-20,665.0,2020-11-19,842.0,Complete
2869,Buy Dilip Buildcon; target of Rs 466: HDFC Securities ,2020-08-20 12:35:00,HDFC Securities,Dilip Buildcon,DBL,466.0,Buy,2020-08-20,403.0,2021-02-03,494.0,Complete
2870,Buy Voltas; target of Rs 725: ICICI Direct ,2020-08-20 12:35:00,ICICI Direct,Voltas,VOLTAS,725.0,Buy,2020-08-20,642.8,2020-11-03,733.2,Complete
2871,Buy Deccan Cements; target of Rs 380: HDFC Securities ,2020-08-20 12:35:00,HDFC Securities,Deccan Cements,DECCANCE,380.0,Buy,2020-08-20,286.95,2020-12-03,381.8,Complete
2872,Sell New India Assurance; target of Rs 100: HDFC Securities ,2020-08-20 12:35:00,HDFC Securities,New India Assurance,NIACL,100.0,Sell,2020-11-03,100.0,2020-08-20,116.6,Complete
2873,Buy Petronet LNG; target of Rs 300: ICICI Direct ,2020-08-20 12:35:00,ICICI Direct,Petronet LNG,PETRONET,300.0,Buy,2020-08-20,253.75,,,Open
2874,Buy Cochin Shipyard; target of Rs 395: ICICI Direct ,2020-08-20 12:35:00,ICICI Direct,Cochin Shipyard,COCHINSHIP,395.0,Buy,2020-08-20,343.8,2021-01-08,395.6,Complete
2875,Buy EIH; target of Rs 95: ICICI Direct ,2020-08-20 12:35:00,ICICI Direct,EIH,EIHOTEL,95.0,Buy,2020-08-20,80.0,2020-08-21,96.3,Complete
2876,Hold Indian Bank; target of Rs 70: ICICI Direct ,2020-08-20 12:35:00,ICICI Direct,Indian Bank,INDIANB,70.0,Hold,2020-08-20,63.4,2020-08-28,70.2,Complete
2877,Hold Elgi Equipments; target of Rs 230: ICICI Direct ,2020-08-20 12:35:00,ICICI Direct,Elgi Equipments,ELGIEQUIP,230.0,Hold,2020-08-20,229.9,2020-08-20,233.0,Complete
2878,Hold HEG; target of Rs 750: ICICI Direct ,2020-08-20 12:35:00,ICICI Direct,HEG,HEG,750.0,Hold,,,,,Not Attempted
2879,Buy Voltamp Transformers; target of Rs 1244: Prabhudas Lilladher ,2020-08-19 11:07:00,Prabhudas Lilladher,Voltamp Transformers,VOLTAMP,1244.0,Buy,2020-08-19,1152.0,2020-12-11,1265.95,Complete
2880,Buy Aurobindo Pharma; target of Rs 1027: KR Choksey ,2020-08-19 11:07:00,KR Choksey,Aurobindo Pharma,AUROPHARMA,1027.0,Buy,2020-08-19,875.7,2021-05-06,1039.0,Complete
2881,Buy Balkrishna Industries; target of Rs 1500: ICICI Direct ,2020-08-19 11:06:00,ICICI Direct,Balkrishna Industries,BALKRISIND,1500.0,Buy,2020-08-19,1341.3,2020-09-30,1514.7,Complete
2882,Buy Prestige Estates Projects; target of Rs 280: HDFC Securities ,2020-08-19 11:06:00,HDFC Securities,Prestige Estates Projects,PRESTIGE,280.0,Buy,2020-08-19,239.3,2020-08-31,283.7,Complete
2883,Buy Endurance Technologies; target of Rs 1085: HDFC Securities ,2020-08-19 11:06:00,HDFC Securities,Endurance Technologies,ENDURANCE,1085.0,Buy,2020-08-19,1022.0,2020-08-26,1175.0,Complete
2884,Buy City Union Bank; target of Rs 164: HDFC Securities ,2020-08-19 11:06:00,HDFC Securities,City Union Bank,CUB,164.0,Buy,2020-08-19,124.3,2020-11-06,167.2,Complete
2885,Buy Hero Motocorp; target of Rs 3100: HDFC Securities ,2020-08-19 11:06:00,HDFC Securities,Hero Motocorp,HEROMOTOCO,3100.0,Buy,2020-08-19,2945.95,2020-08-26,3181.35,Complete
2886,Buy Alkyl Amines; target of Rs 3355: HDFC Securities ,2020-08-19 11:06:00,HDFC Securities,Alkyl Amines,ALKYLAMINE,3355.0,Buy,2020-08-19,2899.0,2020-08-24,3450.0,Complete
2887,Buy Tata Steel; target of Rs 594: ICICI Securities ,2020-08-19 11:06:00,ICICI Securities,Tata Steel,TATASTLLP,594.0,Buy,2020-08-19,329.3,2021-01-04,624.8,Complete
2888,Buy Alkem Laboratories; target of Rs 3500: ICICI Securities ,2020-08-19 11:05:00,ICICI Securities,Alkem Laboratories,ALKEM,3500.0,Buy,2020-08-19,2905.0,2021-07-16,3558.9,Complete
2889,Buy JSW Energy; target of Rs 60: ICICI Securities ,2020-08-19 11:05:00,ICICI Securities,JSW Energy,JSWENERGY,60.0,Buy,2020-08-19,56.2,2020-09-03,61.4,Complete
2890,Buy Fortis Healthcare; target of Rs 160: ICICI Securities ,2020-08-19 11:04:00,ICICI Securities,Fortis Healthcare,FORTIS,160.0,Buy,2020-08-19,141.5,2020-12-16,162.0,Complete
2891,Buy Cummins India; target of Rs 505: ICICI Securities ,2020-08-19 11:04:00,ICICI Securities,Cummins India,CUMMINSIND,505.0,Buy,2020-08-19,450.6,2020-11-19,513.8,Complete
2892,Buy Hindalco Industries; target of Rs 224: ICICI Securities ,2020-08-19 11:04:00,ICICI Securities,Hindalco Industries,HINDALCO,224.0,Buy,2020-08-19,196.85,2020-11-19,227.25,Complete
2893,Buy Insecticides India; target of Rs 560: ICICI Securities ,2020-08-19 11:03:00,ICICI Securities,Insecticides India,INSECTICID,560.0,Buy,2020-08-19,483.95,2021-05-10,572.45,Complete
2894,Buy NTPC; target of Rs 165: ICICI Securities ,2020-08-19 11:03:00,ICICI Securities,NTPC,NTPC,165.0,Buy,2020-08-19,96.0,,,Open
2895,Buy Ramco Cements; target of Rs 780: ICICI Securities ,2020-08-19 11:03:00,ICICI Securities,Ramco Cements,RAMCOCEM,780.0,Buy,2020-08-19,699.0,2020-10-12,784.4,Complete
2896,Sell Blue Dart Express; target of Rs 1746: ICICI Securities ,2020-08-19 11:03:00,ICICI Securities,Blue Dart Express,BLUEDART,1746.0,Sell,,,2020-08-19,1908.75,Open
2897,Hold Thermax; target of Rs 740: ICICI Securities ,2020-08-19 11:03:00,ICICI Securities,Thermax,THERMAX,740.0,Hold,,,,,Not Attempted
2898,Hold Greenpanel Industries; target of Rs 39: ICICI Securities ,2020-08-19 11:03:00,ICICI Securities,Greenpanel Industries,GREENPANEL,39.0,Hold,,,,,Not Attempted
2899,Hold Berger Paints; target of Rs 540: ICICI Securities ,2020-08-19 11:02:00,ICICI Securities,Berger Paints,BERGEPAINT,540.0,Hold,,,,,Not Attempted
2900,Buy Glenmark Pharmaceuticals; target of Rs 560: ICICI Direct ,2020-08-19 11:02:00,ICICI Direct,Glenmark Pharmaceuticals,GLENMARK,560.0,Buy,2020-08-19,478.0,2021-04-16,578.0,Complete
2901,Accumulate Lumax Industries; target of Rs 1513: Dolat Capital ,2020-08-19 11:02:00,Dolat Capital,Lumax Industries,LUMAXIND,1513.0,Accumulate,2020-08-19,1495.0,2020-08-21,1612.05,Complete
2902,Reduce United Breweries; target of Rs 1004: Dolat Capital ,2020-08-19 11:02:00,Dolat Capital,United Breweries,UBL,1004.0,Reduce,2020-09-01,992.9,2020-08-19,1013.85,Complete
2903,Accumulate VRL Logistics; target of Rs 175: Dolat Capital ,2020-08-19 11:01:00,Dolat Capital,VRL Logistics,VRLLOG,175.0,Accumulate,2020-08-19,152.8,2020-08-26,181.35,Complete
2904,Buy Engineers India; target of Rs 89: Motilal Oswal ,2020-08-18 14:20:00,Motilal Oswal,Engineers India,ENGINERSIN,89.0,Buy,2020-08-18,68.75,2021-03-01,89.25,Complete
2905,Buy Sun TV Network; target of Rs 500: Motilal Oswal ,2020-08-18 13:27:00,Motilal Oswal,Sun TV Network,SUNTV,500.0,Buy,2020-08-18,426.0,2020-09-10,501.7,Complete
2906,Buy Endurance Technologies; target of Rs 1154: Motilal Oswal ,2020-08-18 12:51:00,Motilal Oswal,Endurance Technologies,ENDURANCE,1154.0,Buy,2020-08-18,999.0,2020-08-26,1175.0,Complete
2907,Buy The Ramco Cement; target of Rs 780: ICICI Direct ,2020-08-18 12:49:00,ICICI Direct,The Ramco Cement,RAMCOCEM,780.0,Buy,2020-08-18,670.0,2020-10-12,784.4,Complete
2908,Buy United Breweries; target of Rs 1120: ICICI Direct ,2020-08-18 12:47:00,ICICI Direct,United Breweries,UBL,1120.0,Buy,2020-08-18,975.0,2020-09-03,1166.9,Complete
2909,Buy Sun TV Network; target of Rs 490: ICICI Direct ,2020-08-18 12:47:00,ICICI Direct,Sun TV Network,SUNTV,490.0,Buy,2020-08-18,426.0,2020-08-25,490.75,Complete
2910,Hold Tata Steel; target of Rs 450: ICICI Direct ,2020-08-18 12:47:00,ICICI Direct,Tata Steel,TATASTLLP,450.0,Hold,2020-08-18,319.8,2020-10-19,497.0,Complete
2911,Accumulate The Ramco Cement; target of Rs 725: Dolat Capital ,2020-08-18 12:47:00,Dolat Capital,The Ramco Cement,RAMCOCEM,725.0,Accumulate,2020-08-18,670.0,2020-08-21,738.65,Complete
2912,Buy Aarti Industries; target of Rs 1350: Dolat Capital ,2020-08-18 12:47:00,Dolat Capital,Aarti Industries,AARTIIND,1350.0,Buy,2020-08-18,1030.0,2021-01-05,1365.9,Complete
2913,Buy Hindalco Industries; target of Rs 215: Prabhudas Lilladher ,2020-08-18 12:47:00,Prabhudas Lilladher,Hindalco Industries,HINDALCO,215.0,Buy,2020-08-18,193.2,2020-11-17,216.0,Complete
2914,Buy Engineers India; target of Rs 104: Prabhudas Lilladher ,2020-08-18 12:47:00,Prabhudas Lilladher,Engineers India,ENGINERSIN,104.0,Buy,2020-08-18,68.75,,,Open
2915,Reduce Tata Steel; target of Rs 300: Prabhudas Lilladher ,2020-08-18 12:47:00,Prabhudas Lilladher,Tata Steel,TATASTLLP,300.0,Reduce,2020-09-01,292.6,2020-08-18,319.8,Complete
2916,Hold Tech Mahindra; target of Rs 850: Sharekhan ,2020-08-18 12:47:00,Sharekhan,Tech Mahindra,TECHM,850.0,Hold,2020-08-18,725.0,2020-10-05,850.95,Complete
2917,Buy Hero MotoCorp; target of Rs 3300: Sharekhan ,2020-08-18 12:47:00,Sharekhan,Hero MotoCorp,HEROMOTOCO,3300.0,Buy,2020-08-18,2927.0,2020-10-09,3340.0,Complete
2918,Buy The Ramco Cements; target of Rs 803: Sharekhan ,2020-08-18 12:46:00,Sharekhan,The Ramco Cements,RAMCOCEM,803.0,Buy,2020-08-18,670.0,2020-10-30,811.2,Complete
2919,Buy BPCL; target of Rs 480: Emkay Global Financial ,2020-08-18 12:46:00,Emkay Global Financial,BPCL,BPCL,480.0,Buy,2020-08-18,410.0,2021-03-02,482.4,Complete
2920,Hold Shoppers Stop; target of Rs 220: Emkay Global Financial ,2020-08-18 12:46:00,Emkay Global Financial,Shoppers Stop,SHOPERSTOP,220.0,Hold,2020-08-18,166.6,2020-12-09,229.0,Complete
2921,Buy Shriram Transport Finance; target of Rs 880: YES Securities ,2020-08-18 12:46:00,YES Securities,Shriram Transport Finance,SRTRANSFIN,880.0,Buy,2020-08-18,684.5,2020-11-11,890.5,Complete
2922,Sell Bodal Chemicals; target of Rs 62: East India Securities ,2020-08-18 12:46:00,East India Securities,Bodal Chemicals,BODALCHEM,62.0,Sell,2020-10-16,62.0,2020-08-18,73.4,Complete
2923,Buy Mayur Uniquoters; target of Rs 314: East India Securities ,2020-08-18 12:45:00,East India Securities,Mayur Uniquoters,MAYURUNIQ,314.0,Buy,2020-08-18,249.0,2020-12-30,326.6,Complete
2924,Buy Kaveri Seed Company; target of Rs 989: East India Securities ,2020-08-18 12:45:00,East India Securities,Kaveri Seed Company,KSCL,989.0,Buy,2020-08-18,607.0,,,Open
2925,Buy Minda Corporation; target of Rs 105: Dolat Capital ,2020-08-18 12:45:00,Dolat Capital,Minda Corporation,MINDACORP,105.0,Buy,2020-08-18,75.0,2021-02-25,105.7,Complete
2926,Buy KEC International; target of Rs 371: Cholamandalam securities ,2020-08-18 12:45:00,Cholamandalam securities,KEC International,KEC,371.0,Buy,2020-08-18,317.0,2020-12-01,377.7,Complete
2927,Hold City Union Bank; target of Rs 133: Arihant Capital ,2020-08-18 12:44:00,Arihant Capital,City Union Bank,CUB,133.0,Hold,2020-08-18,124.6,2020-08-24,133.3,Complete
2928,Accumulate Ashok Lelyand; target of Rs 69: Arihant Capital ,2020-08-18 12:44:00,Arihant Capital,Ashok Lelyand,ASHOKLEY,69.0,Accumulate,2020-08-18,63.0,2020-08-19,71.2,Complete
2929,Buy Balkrishna Industries; target of Rs 1637: Anand Rathi ,2020-08-18 12:44:00,Anand Rathi,Balkrishna Industries,BALKRISIND,1637.0,Buy,2020-08-18,1317.0,2020-11-18,1664.95,Complete
2930,Buy Mayur Uniquoters; target of Rs 337: Anand Rathi ,2020-08-18 12:44:00,Anand Rathi,Mayur Uniquoters,MAYURUNIQ,337.0,Buy,2020-08-18,249.0,2021-02-09,359.0,Complete
2931,Buy Star Cement; target of Rs 115: Anand Rathi ,2020-08-18 12:44:00,Anand Rathi,Star Cement,STARCEMENT,115.0,Buy,2020-08-18,89.5,2021-05-31,115.3,Complete
2932,Buy Prism Johnson; target of Rs 61: Anand Rathi ,2020-08-18 12:44:00,Anand Rathi,Prism Johnson,PRSMJOHNSN,61.0,Buy,2020-08-18,48.2,2020-08-27,61.7,Complete
2933,"Hold Eicher Motors; target of Rs 20,410: East India Securities ",2020-08-18 11:27:00,East India Securities,Eicher Motors,EICHERMOT,20410.0,Hold,,,,,Not Attempted
2934,Buy JMC Projects (India); target of Rs 65: YES Securities ,2020-08-17 17:07:00,YES Securities,JMC Projects (India),JMCPROJECT,65.0,Buy,2020-08-18,53.7,2020-12-03,66.7,Complete
2935,Sell Cummins India; target of Rs 332: YES Securities ,2020-08-17 17:07:00,YES Securities,Cummins India,CUMMINSIND,332.0,Sell,,,2020-08-18,454.0,Open
2936,"Buy Eicher Motors; target of Rs 26,727: Emkay Global Financial ",2020-08-17 17:06:00,Emkay Global Financial,Eicher Motors,EICHERMOT,26727.0,Buy,2020-08-18,21115.7,,,Open
2937,Buy Aurobindo Pharma; target of Rs 1000: Emkay Global Financial ,2020-08-17 17:06:00,Emkay Global Financial,Aurobindo Pharma,AUROPHARMA,1000.0,Buy,2020-08-18,863.0,2021-01-25,1023.7,Complete
